"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Income source","Sex","Total population 15 years and over, 2006","Total population 15 years and over, 2016","Number of income recipients, 2005","Number of income recipients, 2015","Median amount (2015 constant dollars), 2005","Median amount (2015 constant dollars), 2015","Median amount (2015 constant dollars), % change"
"640","Thompson","CA","Manitoba","46","",5.0,"00100","After-tax income","Males",5005,5075,4775,4840,45229,50156,10.9
"640","Thompson","CA","Manitoba","46","",5.0,"00100","After-tax income","Females",4780,4945,4525,4685,25337,31336,23.7
"640","Thompson","CA","Manitoba","46","",5.0,"00100","Employment income","Both sexes",9785,10025,8090,8245,37501,45063,20.2
"640","Thompson","CA","Manitoba","46","",5.0,"00100","Employment income","Males",5005,5075,4370,4425,56188,61973,10.3
"640","Thompson","CA","Manitoba","46","",5.0,"00100","Employment income","Females",4780,4945,3725,3820,27476,35002,27.4
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Total income","Both sexes",157740,188685,151640,181530,34736,43434,25.0
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Total income","Males",75465,92775,72435,89460,41410,50765,22.6
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Total income","Females",82275,95910,79205,92065,29722,37536,26.3
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","After-tax income","Both sexes",157740,188685,151645,181560,30391,38371,26.3
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","After-tax income","Males",75465,92775,72425,89470,35379,43668,23.4
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","After-tax income","Females",82275,95910,79215,92090,26812,33801,26.1
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Employment income","Both sexes",157740,188685,119635,143895,34543,43089,24.7
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Employment income","Males",75465,92775,59930,74120,40400,50207,24.3
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Employment income","Females",82275,95910,59700,69770,30046,36874,22.7
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","Total income","Both sexes",14055,15055,13585,14630,26278,36799,40.0
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","Total income","Males",6520,7235,6275,7030,33495,44751,33.6
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","Total income","Females",7535,7820,7310,7605,22546,31022,37.6
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","After-tax income","Both sexes",14055,15055,13580,14640,24268,33442,37.8
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","After-tax income","Males",6520,7235,6275,7030,29071,39276,35.1
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","After-tax income","Females",7535,7820,7310,7610,21277,28834,35.5
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","Employment income","Both sexes",14055,15055,9860,11205,26378,36080,36.8
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","Employment income","Males",6520,7235,4925,5695,30999,43591,40.6
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","Employment income","Females",7535,7820,4935,5505,21924,29830,36.1
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","Total income","Both sexes",26315,27755,25155,26840,29567,37759,27.7
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","Total income","Males",12505,13505,11970,13090,39506,47542,20.3
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","Total income","Females",13810,14245,13180,13750,23836,30490,27.9
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","After-tax income","Both sexes",26315,27755,25140,26845,26653,33989,27.5
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","After-tax income","Males",12505,13505,11960,13090,34129,41717,22.2
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","After-tax income","Females",13810,14245,13180,13760,22161,28118,26.9
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","Employment income","Both sexes",26315,27755,17855,19915,28705,37086,29.2
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","Employment income","Males",12505,13505,9110,10295,39448,48308,22.5
"715","Moose Jaw","CA","Saskatchewan","47","",4.7,"00000","Employment income","Females",13810,14245,8745,9615,22614,28707,26.9
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","Total income","Both sexes",13405,14770,13095,14450,29535,39585,34.0
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","Total income","Males",6445,7225,6315,7080,39895,48100,20.6
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","Total income","Females",6960,7540,6775,7370,22831,32349,41.7
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","After-tax income","Both sexes",13405,14770,13080,14445,27161,35302,30.0
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","After-tax income","Males",6445,7225,6305,7075,34221,41719,21.9
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","After-tax income","Females",6960,7540,6770,7370,21599,29891,38.4
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","Employment income","Both sexes",13405,14770,10075,11455,26391,37274,41.2
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","Employment income","Males",6445,7225,5225,5895,36546,46080,26.1
"720","Swift Current","CA","Saskatchewan","47","",5.2,"00000","Employment income","Females",6960,7540,4845,5555,19707,29008,47.2
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","Total income","Both sexes",188180,233430,179950,224320,30920,40641,31.4
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","Total income","Males",90395,114460,86745,110260,39045,49431,26.6
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","Total income","Females",97785,118970,93210,114060,25344,33950,34.0
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","After-tax income","Both sexes",188180,233430,179925,224360,27733,36328,31.0
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","After-tax income","Males",90395,114460,86715,110270,33715,42794,26.9
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","After-tax income","Females",97785,118970,93215,114090,23586,31031,31.6
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","Employment income","Both sexes",188180,233430,141735,179020,30406,39176,28.8
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","Employment income","Males",90395,114460,72075,92030,38297,47996,25.3
"725","Saskatoon","CMA","Saskatchewan","47","",4.5,"00000","Employment income","Females",97785,118970,69655,86995,24432,31605,29.4
"735","North Battleford","CA","Saskatchewan","47","",5.7,"00000","Total income","Both sexes",13610,14910,12960,14405,28980,37156,28.2
"735","North Battleford","CA","Saskatchewan","47","",5.7,"00000","Total income","Males",6300,7010,6010,6745,34471,42982,24.7
"735","North Battleford","CA","Saskatchewan","47","",5.7,"00000","Total income","Females",7305,7900,6950,7660,24739,32710,32.2
"735","North Battleford","CA","Saskatchewan","47","",5.7,"00000","After-tax income","Both sexes",13610,14910,12960,14405,26391,33599,27.3
"735","North Battleford","CA","Saskatchewan","47","",5.7,"00000","After-tax income","Males",6300,7010,6010,6745,30268,38085,25.8
"735","North Battleford","CA","Saskatchewan","47","",5.7,"00000","After-tax income","Females",7305,7900,6950,7660,23144,30112,30.1
"735","North Battleford","CA","Saskatchewan","47","",5.7,"00000","Employment income","Both sexes",13610,14910,9715,11015,27464,35638,29.8
"735","North Battleford","CA","Saskatchewan","47","",5.7,"00000","Employment income","Males",6300,7010,4885,5375,33364,40684,21.9
"735","North Battleford","CA","Saskatchewan","47","",5.7,"00000","Employment income","Females",7305,7900,4830,5640,22439,30639,36.5
"745","Prince Albert","CA","Saskatchewan","47","",6.3,"00100","Total income","Both sexes",31560,33250,29900,31820,28574,36705,28.5
"745","Prince Albert","CA","Saskatchewan","47","",6.3,"00100","Total income","Males",14700,15795,13895,15055,35449,42535,20.0
"745","Prince Albert","CA","Saskatchewan","47","",6.3,"00100","Total income","Females",16860,17455,16005,16765,23989,32329,34.8
"745","Prince Albert","CA","Saskatchewan","47","",6.3,"00100","After-tax income","Both sexes",31560,33250,29905,31830,25852,33277,28.7
"745","Prince Albert","CA","Saskatchewan","47","",6.3,"00100","After-tax income","Males",14700,15795,13890,15055,31070,37876,21.9
"745","Prince Albert","CA","Saskatchewan","47","",6.3,"00100","After-tax income","Females",16860,17455,16010,16775,22295,29856,33.9
"745","Prince Albert","CA","Saskatchewan","47","",6.3,"00100","Employment income","Both sexes",31560,33250,22335,23960,28548,35720,25.1
"745","Prince Albert","CA","Saskatchewan","47","",6.3,"00100","Employment income","Males",14700,15795,11160,11925,34669,40812,17.7
"745","Prince Albert","CA","Saskatchewan","47","",6.3,"00100","Employment income","Females",16860,17455,11180,12030,24503,31603,29.0
"750","Estevan","CA","Saskatchewan","47","",3.9,"00000","Total income","Both sexes",9430,10840,9115,10505,34584,47867,38.4
"750","Estevan","CA","Saskatchewan","47","",3.9,"00000","Total income","Males",4760,5590,4655,5445,55866,67674,21.1
"750","Estevan","CA","Saskatchewan","47","",3.9,"00000","Total income","Females",4680,5250,4460,5055,22781,33536,47.2
"750","Estevan","CA","Saskatchewan","47","",3.9,"00000","After-tax income","Both sexes",9430,10840,9120,10505,30107,41699,38.5
"750","Estevan","CA","Saskatchewan","47","",3.9,"00000","After-tax income","Males",4760,5590,4660,5450,44352,55429,25.0
"750","Estevan","CA","Saskatchewan","47","",3.9,"00000","After-tax income","Females",4680,5250,4465,5060,21136,30318,43.4
"750","Estevan","CA","Saskatchewan","47","",3.9,"00000","Employment income","Both sexes",9430,10840,7350,8840,35913,46941,30.7
"750","Estevan","CA","Saskatchewan","47","",3.9,"00000","Employment income","Males",4760,5590,4050,4860,56051,66937,19.4
"750","Estevan","CA","Saskatchewan","47","",3.9,"00000","Employment income","Females",4680,5250,3300,3975,20927,30950,47.9
"755","Weyburn","CA","Saskatchewan","47","",4.2,"00000","Total income","Both sexes",7385,8510,7155,8285,31846,42585,33.7
"755","Weyburn","CA","Saskatchewan","47","",4.2,"00000","Total income","Males",3535,4105,3420,3995,40508,54464,34.5
"755","Weyburn","CA","Saskatchewan","47","",4.2,"00000","Total income","Females",3855,4410,3735,4285,25648,33733,31.5
"755","Weyburn","CA","Saskatchewan","47","",4.2,"00000","After-tax income","Both sexes",7385,8510,7155,8290,28428,37936,33.4
"755","Weyburn","CA","Saskatchewan","47","",4.2,"00000","After-tax income","Males",3535,4105,3420,4000,34874,46464,33.2
"755","Weyburn","CA","Saskatchewan","47","",4.2,"00000","After-tax income","Females",3855,4410,3735,4290,23813,30996,30.2
"755","Weyburn","CA","Saskatchewan","47","",4.2,"00000","Employment income","Both sexes",7385,8510,5390,6375,28491,39195,37.6
"755","Weyburn","CA","Saskatchewan","47","",4.2,"00000","Employment income","Males",3535,4105,2820,3250,40087,51129,27.5
"755","Weyburn","CA","Saskatchewan","47","",4.2,"00000","Employment income","Females",3855,4410,2570,3120,21395,30281,41.5
"805","Medicine Hat","CA","Alberta","48","",4.6,"00000","Total income","Both sexes",54800,60785,53300,58535,31473,37274,18.4
"805","Medicine Hat","CA","Alberta","48","",4.6,"00000","Total income","Males",27135,29850,26535,28785,45002,50214,11.6
"805","Medicine Hat","CA","Alberta","48","",4.6,"00000","Total income","Females",27660,30935,26765,29755,22817,28488,24.9
"805","Medicine Hat","CA","Alberta","48","",4.6,"00000","After-tax income","Both sexes",54800,60785,53310,58555,28828,33769,17.1
"805","Medicine Hat","CA","Alberta","48","",4.6,"00000","After-tax income","Males",27135,29850,26535,28785,39610,43950,11.0
"805","Medicine Hat","CA","Alberta","48","",4.6,"00000","After-tax income","Females",27660,30935,26770,29770,21879,26591,21.5
"805","Medicine Hat","CA","Alberta","48","",4.6,"00000","Employment income","Both sexes",54800,60785,42025,44790,31732,35248,11.1
"805","Medicine Hat","CA","Alberta","48","",4.6,"00000","Employment income","Males",27135,29850,22345,23365,46035,48005,4.3
"805","Medicine Hat","CA","Alberta","48","",4.6,"00000","Employment income","Females",27660,30935,19680,21425,21993,26428,20.2
"806","Brooks","CA","Alberta","48","",5.2,"00000","Total income","Both sexes",17080,18035,16395,17025,34757,41055,18.1
"806","Brooks","CA","Alberta","48","",5.2,"00000","Total income","Males",9035,9390,8725,8885,47203,48301,2.3
"806","Brooks","CA","Alberta","48","",5.2,"00000","Total income","Females",8050,8650,7670,8140,23892,30931,29.5
"806","Brooks","CA","Alberta","48","",5.2,"00000","After-tax income","Both sexes",17080,18035,16390,17025,31052,36548,17.7
"806","Brooks","CA","Alberta","48","",5.2,"00000","After-tax income","Males",9035,9390,8725,8885,40644,42489,4.5
"806","Brooks","CA","Alberta","48","",5.2,"00000","After-tax income","Females",8050,8650,7660,8140,22509,28741,27.7
"806","Brooks","CA","Alberta","48","",5.2,"00000","Employment income","Both sexes",17080,18035,13920,14205,35575,39426,10.8
"806","Brooks","CA","Alberta","48","",5.2,"00000","Employment income","Males",9035,9390,7870,7795,47208,45744,-3.1
"806","Brooks","CA","Alberta","48","",5.2,"00000","Employment income","Females",8050,8650,6050,6410,23315,28198,20.9
"810","Lethbridge","CMA","Alberta","48","",4.8,"00000","Total income","Both sexes",75190,91855,72825,88240,29059,37099,27.7
"810","Lethbridge","CMA","Alberta","48","",4.8,"00000","Total income","Males",36520,45265,35565,43490,38489,46207,20.1
"810","Lethbridge","CMA","Alberta","48","",4.8,"00000","Total income","Females",38670,46585,37260,44745,22577,29976,32.8
"810","Lethbridge","CMA","Alberta","48","",4.8,"00000","After-tax income","Both sexes",75190,91855,72825,88255,26754,33688,25.9
"810","Lethbridge","CMA","Alberta","48","",4.8,"00000","After-tax income","Males",36520,45265,35565,43495,34220,40685,18.9
"810","Lethbridge","CMA","Alberta","48","",4.8,"00000","After-tax income","Females",38670,46585,37260,44760,21769,27937,28.3
"810","Lethbridge","CMA","Alberta","48","",4.8,"00000","Employment income","Both sexes",75190,91855,57160,68865,28712,36069,25.6
"810","Lethbridge","CMA","Alberta","48","",4.8,"00000","Employment income","Males",36520,45265,29515,35695,37582,44901,19.5
"810","Lethbridge","CMA","Alberta","48","",4.8,"00000","Employment income","Females",38670,46585,27640,33170,21754,28775,32.3
"820","Okotoks","CA","Alberta","48","",2.8,"00000","Total income","Both sexes",12720,21570,12275,20495,37075,46572,25.6
"820","Okotoks","CA","Alberta","48","",2.8,"00000","Total income","Males",6295,10650,6085,10145,54875,67379,22.8
"820","Okotoks","CA","Alberta","48","",2.8,"00000","Total income","Females",6425,10920,6195,10350,25484,33227,30.4
"820","Okotoks","CA","Alberta","48","",2.8,"00000","After-tax income","Both sexes",12720,21570,12255,20500,33225,40905,23.1
"820","Okotoks","CA","Alberta","48","",2.8,"00000","After-tax income","Males",6295,10650,6075,10145,45443,56320,23.9
"820","Okotoks","CA","Alberta","48","",2.8,"00000","After-tax income","Females",6425,10920,6185,10355,24125,30367,25.9
"820","Okotoks","CA","Alberta","48","",2.8,"00000","Employment income","Both sexes",12720,21570,10785,17005,36523,44810,22.7
"820","Okotoks","CA","Alberta","48","",2.8,"00000","Employment income","Males",6295,10650,5645,8870,53995,66782,23.7
"820","Okotoks","CA","Alberta","48","",2.8,"00000","Employment income","Females",6425,10920,5135,8140,24657,29946,21.5
"821","High River","CA","Alberta","48","",4.9,"00000","Total income","Both sexes",8470,10800,8165,10360,33538,38228,14.0
"821","High River","CA","Alberta","48","",4.9,"00000","Total income","Males",4130,5310,4020,5105,46273,48456,4.7
"821","High River","CA","Alberta","48","",4.9,"00000","Total income","Females",4335,5495,4145,5250,23472,29859,27.2
"821","High River","CA","Alberta","48","",4.9,"00000","After-tax income","Both sexes",8470,10800,8165,10365,30163,34562,14.6
"821","High River","CA","Alberta","48","",4.9,"00000","After-tax income","Males",4130,5310,4010,5105,39842,42414,6.5
"821","High River","CA","Alberta","48","",4.9,"00000","After-tax income","Females",4335,5495,4150,5255,22182,27435,23.7
"821","High River","CA","Alberta","48","",4.9,"00000","Employment income","Both sexes",8470,10800,6330,7690,31880,36630,14.9
"821","High River","CA","Alberta","48","",4.9,"00000","Employment income","Males",4130,5310,3330,4070,42721,44700,4.6
"821","High River","CA","Alberta","48","",4.9,"00000","Employment income","Females",4335,5495,3000,3620,21279,28425,33.6
"825","Calgary","CMA","Alberta","48","",3.8,"00000","Total income","Both sexes",868915,1113985,835160,1058105,36487,43974,20.5
"825","Calgary","CMA","Alberta","48","",3.8,"00000","Total income","Males",431080,553440,416655,525830,46136,53951,16.9
