"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Low-income concepts","Age groups","Population in private households for income status, 2006","Population in private households for income status, 2016","Number of persons in low income, 2005","Number of persons in low income, 2015","Prevalence of low income (%), 2005","Prevalence of low income (%), 2015","Prevalence of low income (%), Difference"
"580","Greater Sudbury","CMA","Ontario","35","",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",157590,161315,14720,11165,9.3,6.9,-2.4
"580","Greater Sudbury","CMA","Ontario","35","",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",33635,30755,3935,2385,11.7,7.8,-3.9
"580","Greater Sudbury","CMA","Ontario","35","",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",9250,9900,1375,1030,14.9,10.4,-4.5
"580","Greater Sudbury","CMA","Ontario","35","",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",102080,102500,10110,8305,9.9,8.1,-1.8
"580","Greater Sudbury","CMA","Ontario","35","",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",21880,28060,675,475,3.1,1.7,-1.4
"582","Elliot Lake","CA","Ontario","35","",4.2,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",11435,10580,2015,2450,17.6,23.2,5.6
"582","Elliot Lake","CA","Ontario","35","",4.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",1675,1330,445,410,26.6,30.8,4.2
"582","Elliot Lake","CA","Ontario","35","",4.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",390,435,150,165,38.5,37.9,-0.6
"582","Elliot Lake","CA","Ontario","35","",4.2,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",6145,5325,1275,1370,20.7,25.7,5.0
"582","Elliot Lake","CA","Ontario","35","",4.2,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3615,3930,300,670,8.3,17.0,8.7
"582","Elliot Lake","CA","Ontario","35","",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",11440,10585,1180,855,10.3,8.1,-2.2
"582","Elliot Lake","CA","Ontario","35","",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",1680,1330,255,115,15.2,8.6,-6.6
"582","Elliot Lake","CA","Ontario","35","",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",390,435,90,55,23.1,12.6,-10.5
"582","Elliot Lake","CA","Ontario","35","",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",6140,5325,845,680,13.8,12.8,-1.0
"582","Elliot Lake","CA","Ontario","35","",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3615,3925,80,60,2.2,1.5,-0.7
"586","Timmins","CA","Ontario","35","",3.7,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",42275,41225,5630,5600,13.3,13.6,0.3
"586","Timmins","CA","Ontario","35","",3.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",9840,8685,1685,1525,17.1,17.6,0.5
"586","Timmins","CA","Ontario","35","",3.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2575,2735,490,570,19.0,20.8,1.8
"586","Timmins","CA","Ontario","35","",3.7,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",27500,26590,3375,3130,12.3,11.8,-0.5
"586","Timmins","CA","Ontario","35","",3.7,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",4935,5950,565,945,11.4,15.9,4.5
"586","Timmins","CA","Ontario","35","",3.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",42275,41230,3535,2100,8.4,5.1,-3.3
"586","Timmins","CA","Ontario","35","",3.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",9835,8685,1085,530,11.0,6.1,-4.9
"586","Timmins","CA","Ontario","35","",3.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2575,2740,325,190,12.6,6.9,-5.7
"586","Timmins","CA","Ontario","35","",3.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",27505,26590,2250,1505,8.2,5.7,-2.5
"586","Timmins","CA","Ontario","35","",3.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",4935,5950,205,65,4.2,1.1,-3.1
"590","Sault Ste. Marie","CA","Ontario","35","",4.5,"20000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",77300,75545,10810,11585,14.0,15.3,1.3
"590","Sault Ste. Marie","CA","Ontario","35","",4.5,"20000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",15245,13350,3135,2830,20.6,21.2,0.6
"590","Sault Ste. Marie","CA","Ontario","35","",4.5,"20000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3945,4415,1105,1085,28.0,24.6,-3.4
"590","Sault Ste. Marie","CA","Ontario","35","",4.5,"20000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",48715,46300,6480,7000,13.3,15.1,1.8
"590","Sault Ste. Marie","CA","Ontario","35","",4.5,"20000","Low-income measure, after-tax (LIM-AT)","65 years and over",13335,15905,1195,1755,9.0,11.0,2.0
"590","Sault Ste. Marie","CA","Ontario","35","",4.5,"20000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",77290,75545,7370,5955,9.5,7.9,-1.6
"590","Sault Ste. Marie","CA","Ontario","35","",4.5,"20000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",15240,13345,2125,1265,13.9,9.5,-4.4
"590","Sault Ste. Marie","CA","Ontario","35","",4.5,"20000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3940,4415,810,540,20.6,12.2,-8.4
"590","Sault Ste. Marie","CA","Ontario","35","",4.5,"20000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",48715,46295,4775,4400,9.8,9.5,-0.3
"590","Sault Ste. Marie","CA","Ontario","35","",4.5,"20000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",13335,15905,470,290,3.5,1.8,-1.7
"595","Thunder Bay","CMA","Ontario","35","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",119895,117895,15395,16235,12.8,13.8,1.0
"595","Thunder Bay","CMA","Ontario","35","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",24955,21380,4265,4250,17.1,19.9,2.8
"595","Thunder Bay","CMA","Ontario","35","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",6785,6870,1345,1630,19.8,23.7,3.9
"595","Thunder Bay","CMA","Ontario","35","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",76430,74450,9345,9705,12.2,13.0,0.8
"595","Thunder Bay","CMA","Ontario","35","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",18515,22070,1785,2280,9.6,10.3,0.7
"595","Thunder Bay","CMA","Ontario","35","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",119880,117900,10950,9330,9.1,7.9,-1.2
"595","Thunder Bay","CMA","Ontario","35","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",24935,21380,3035,2215,12.2,10.4,-1.8
"595","Thunder Bay","CMA","Ontario","35","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",6785,6875,1050,915,15.5,13.3,-2.2
"595","Thunder Bay","CMA","Ontario","35","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",76430,74445,7200,6710,9.4,9.0,-0.4
"595","Thunder Bay","CMA","Ontario","35","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",18520,22070,710,400,3.8,1.8,-2.0
"598","Kenora","CA","Ontario","35","",6.1,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",14925,14790,1745,1615,11.7,10.9,-0.8
"598","Kenora","CA","Ontario","35","",6.1,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3330,2895,600,430,18.0,14.9,-3.1
"598","Kenora","CA","Ontario","35","",6.1,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",805,910,150,150,18.6,16.5,-2.1
"598","Kenora","CA","Ontario","35","",6.1,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",9320,9165,905,890,9.7,9.7,0.0
"598","Kenora","CA","Ontario","35","",6.1,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",2275,2725,235,290,10.3,10.6,0.3
"598","Kenora","CA","Ontario","35","",6.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",14930,14790,645,665,4.3,4.5,0.2
"598","Kenora","CA","Ontario","35","",6.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3330,2900,175,145,5.3,5.0,-0.3
"598","Kenora","CA","Ontario","35","",6.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",805,915,35,55,4.3,6.0,1.7
"598","Kenora","CA","Ontario","35","",6.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",9320,9160,430,475,4.6,5.2,0.6
"598","Kenora","CA","Ontario","35","",6.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",2275,2730,45,45,2.0,1.6,-0.4
"602","Winnipeg","CMA","Manitoba","46","",3.3,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",681600,761025,98415,114240,14.4,15.0,0.6
"602","Winnipeg","CMA","Manitoba","46","",3.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",151755,160070,30710,34470,20.2,21.5,1.3
"602","Winnipeg","CMA","Manitoba","46","",3.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",44665,51880,11060,12495,24.8,24.1,-0.7
"602","Winnipeg","CMA","Manitoba","46","",3.3,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",440855,491810,58370,66965,13.2,13.6,0.4
"602","Winnipeg","CMA","Manitoba","46","",3.3,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",88990,109140,9330,12800,10.5,11.7,1.2
"602","Winnipeg","CMA","Manitoba","46","",3.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",681490,761025,99640,93730,14.6,12.3,-2.3
"602","Winnipeg","CMA","Manitoba","46","",3.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",151645,160070,29390,26410,19.4,16.5,-2.9
"602","Winnipeg","CMA","Manitoba","46","",3.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",44625,51880,10700,9700,24.0,18.7,-5.3
"602","Winnipeg","CMA","Manitoba","46","",3.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",440855,491810,61025,59455,13.8,12.1,-1.7
"602","Winnipeg","CMA","Manitoba","46","",3.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",88990,109145,9225,7870,10.4,7.2,-3.2
"603","Winkler","CA","Manitoba","46","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",21760,29930,4440,5355,20.4,17.9,-2.5
"603","Winkler","CA","Manitoba","46","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",6670,9210,1795,2300,26.9,25.0,-1.9
"603","Winkler","CA","Manitoba","46","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2160,3175,735,965,34.0,30.4,-3.6
"603","Winkler","CA","Manitoba","46","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",12330,17245,2150,2345,17.4,13.6,-3.8
"603","Winkler","CA","Manitoba","46","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",2760,3475,500,710,18.1,20.4,2.3
"603","Winkler","CA","Manitoba","46","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",21760,29930,1630,1370,7.5,4.6,-2.9
"603","Winkler","CA","Manitoba","46","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",6670,9210,550,450,8.2,4.9,-3.3
"603","Winkler","CA","Manitoba","46","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2160,3175,230,170,10.6,5.4,-5.2
"603","Winkler","CA","Manitoba","46","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",12330,17245,1045,840,8.5,4.9,-3.6
"603","Winkler","CA","Manitoba","46","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",2760,3475,40,75,1.4,2.2,0.8
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",10845,15540,1785,2655,16.5,17.1,0.6
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",2685,4010,640,945,23.8,23.6,-0.2
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",945,1585,205,455,21.7,28.7,7.0
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",6445,9180,860,1285,13.3,14.0,0.7
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",1715,2350,285,425,16.6,18.1,1.5
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",10845,15535,810,940,7.5,6.1,-1.4
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",2690,4010,275,285,10.2,7.1,-3.1
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",945,1585,60,130,6.3,8.2,1.9
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",6440,9180,520,610,8.1,6.6,-1.5
"605","Steinbach","CA","Manitoba","46","",2.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",1715,2350,20,45,1.2,1.9,0.7
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",12095,12765,2345,2540,19.4,19.9,0.5
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3105,3095,905,960,29.1,31.0,1.9
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",960,1105,330,415,34.4,37.6,3.2
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",7045,7435,1185,1210,16.8,16.3,-0.5
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",1945,2235,260,375,13.4,16.8,3.4
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",12095,12765,1310,1085,10.8,8.5,-2.3
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3105,3095,470,370,15.1,12.0,-3.1
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",960,1105,190,185,19.8,16.7,-3.1
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",7045,7435,820,680,11.6,9.1,-2.5
"607","Portage la Prairie","CA","Manitoba","46","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",1940,2235,15,35,0.8,1.6,0.8
"610","Brandon","CA","Manitoba","46","",3.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",48655,56420,7330,8125,15.1,14.4,-0.7
"610","Brandon","CA","Manitoba","46","",3.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",10600,13140,2055,2770,19.4,21.1,1.7
"610","Brandon","CA","Manitoba","46","",3.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3375,4650,845,1075,25.0,23.1,-1.9
"610","Brandon","CA","Manitoba","46","",3.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",31395,35680,4645,4450,14.8,12.5,-2.3
"610","Brandon","CA","Manitoba","46","",3.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",6660,7600,640,905,9.6,11.9,2.3
"610","Brandon","CA","Manitoba","46","",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",48645,56425,5400,4510,11.1,8.0,-3.1
"610","Brandon","CA","Manitoba","46","",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",10590,13140,1430,1385,13.5,10.5,-3.0
"610","Brandon","CA","Manitoba","46","",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3370,4650,590,565,17.5,12.2,-5.3
"610","Brandon","CA","Manitoba","46","",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",31395,35680,3700,2985,11.8,8.4,-3.4
"610","Brandon","CA","Manitoba","46","",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",6665,7600,265,145,4.0,1.9,-2.1
"640","Thompson","CA","Manitoba","46","",5.0,"00100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",13395,13475,2135,1860,15.9,13.8,-2.1
"640","Thompson","CA","Manitoba","46","",5.0,"00100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",4375,4080,1120,895,25.6,21.9,-3.7
"640","Thompson","CA","Manitoba","46","",5.0,"00100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1445,1435,495,375,34.3,26.1,-8.2
"640","Thompson","CA","Manitoba","46","",5.0,"00100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",8555,8645,960,880,11.2,10.2,-1.0
"640","Thompson","CA","Manitoba","46","",5.0,"00100","Low-income measure, after-tax (LIM-AT)","65 years and over",460,755,55,85,12.0,11.3,-0.7
"640","Thompson","CA","Manitoba","46","",5.0,"00100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",13395,13480,1350,860,10.1,6.4,-3.7
"640","Thompson","CA","Manitoba","46","",5.0,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",4380,4080,680,350,15.5,8.6,-6.9
"640","Thompson","CA","Manitoba","46","",5.0,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1445,1440,330,155,22.8,10.8,-12.0
"640","Thompson","CA","Manitoba","46","",5.0,"00100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",8560,8645,665,495,7.8,5.7,-2.1
"640","Thompson","CA","Manitoba","46","",5.0,"00100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",455,750,10,10,2.2,1.3,-0.9
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",192775,232615,24245,25950,12.6,11.2,-1.4
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",43795,51875,7940,8675,18.1,16.7,-1.4
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",12735,18505,3110,3465,24.4,18.7,-5.7
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",125040,151060,14160,14345,11.3,9.5,-1.8
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",23945,29690,2150,2930,9.0,9.9,0.9
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",192735,232615,19285,14615,10.0,6.3,-3.7
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",43745,51870,5645,4265,12.9,8.2,-4.7
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",12720,18505,2230,1765,17.5,9.5,-8.0
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",125035,151055,12570,9845,10.1,6.5,-3.6
"705","Regina","CMA","Saskatchewan","47","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",23945,29685,1065,500,4.4,1.7,-2.7
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",17120,18475,3095,2400,18.1,13.0,-5.1
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3860,4100,890,675,23.1,16.5,-6.6
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1175,1330,365,270,31.1,20.3,-10.8
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",9900,10975,1465,1110,14.8,10.1,-4.7
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3360,3400,740,615,22.0,18.1,-3.9
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",17120,18475,1490,775,8.7,4.2,-4.5
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3865,4100,490,250,12.7,6.1,-6.6
"710","Yorkton","CA","Saskatchewan","47","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1175,1330,165,110,14.0,8.3,-5.7
