"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Global non-response rate","Data quality flag","Low-income concepts","Age groups","Population in private households for income status, 2006","Population in private households for income status, 2016","Number of persons in low income, 2005","Number of persons in low income, 2015","Prevalence of low income (%), 2005","Prevalence of low income (%), 2015","Prevalence of low income (%), Difference"
"3514","Northumberland","County","Ontario","35",5.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",47285,48205,5060,5555,10.7,11.5,0.8
"3514","Northumberland","County","Ontario","35",5.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",14180,20735,1040,1875,7.3,9.0,1.7
"3514","Northumberland","County","Ontario","35",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",77830,82870,4465,3455,5.7,4.2,-1.5
"3514","Northumberland","County","Ontario","35",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",16365,13925,1305,675,8.0,4.8,-3.2
"3514","Northumberland","County","Ontario","35",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",4210,4020,425,190,10.1,4.7,-5.4
"3514","Northumberland","County","Ontario","35",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",47290,48210,3035,2520,6.4,5.2,-1.2
"3514","Northumberland","County","Ontario","35",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",14180,20740,120,265,0.8,1.3,0.5
"3515","Peterborough","County","Ontario","35",4.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",128780,133655,16695,20265,13.0,15.2,2.2
"3515","Peterborough","County","Ontario","35",4.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",25500,23630,4160,4540,16.3,19.2,2.9
"3515","Peterborough","County","Ontario","35",4.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",6755,7855,1265,1690,18.7,21.5,2.8
"3515","Peterborough","County","Ontario","35",4.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",80735,81105,10775,12575,13.3,15.5,2.2
"3515","Peterborough","County","Ontario","35",4.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",22550,28920,1765,3150,7.8,10.9,3.1
"3515","Peterborough","County","Ontario","35",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",128715,133650,11750,10530,9.1,7.9,-1.2
"3515","Peterborough","County","Ontario","35",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",25435,23630,2460,1930,9.7,8.2,-1.5
"3515","Peterborough","County","Ontario","35",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",6745,7850,810,730,12.0,9.3,-2.7
"3515","Peterborough","County","Ontario","35",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",80735,81100,8675,8135,10.7,10.0,-0.7
"3515","Peterborough","County","Ontario","35",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",22545,28920,615,470,2.7,1.6,-1.1
"3516","Kawartha Lakes","Census division","Ontario","35",4.7,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",73140,73375,9335,9625,12.8,13.1,0.3
"3516","Kawartha Lakes","Census division","Ontario","35",4.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",15065,12130,2550,2005,16.9,16.5,-0.4
"3516","Kawartha Lakes","Census division","Ontario","35",4.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3610,3770,630,650,17.5,17.2,-0.3
"3516","Kawartha Lakes","Census division","Ontario","35",4.7,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",44510,43315,5685,5710,12.8,13.2,0.4
"3516","Kawartha Lakes","Census division","Ontario","35",4.7,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",13570,17925,1100,1915,8.1,10.7,2.6
"3516","Kawartha Lakes","Census division","Ontario","35",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",73115,73375,5065,3480,6.9,4.7,-2.2
"3516","Kawartha Lakes","Census division","Ontario","35",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",15040,12135,1465,595,9.7,4.9,-4.8
"3516","Kawartha Lakes","Census division","Ontario","35",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3605,3775,415,200,11.5,5.3,-6.2
"3516","Kawartha Lakes","Census division","Ontario","35",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",44510,43315,3455,2655,7.8,6.1,-1.7
"3516","Kawartha Lakes","Census division","Ontario","35",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",13570,17925,145,230,1.1,1.3,0.2
"3518","Durham","Regional municipality","Ontario","35",3.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",556020,639360,47635,62035,8.6,9.7,1.1
"3518","Durham","Regional municipality","Ontario","35",3.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",142505,141340,16265,18740,11.4,13.3,1.9
"3518","Durham","Regional municipality","Ontario","35",3.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",39335,43285,4695,5930,11.9,13.7,1.8
"3518","Durham","Regional municipality","Ontario","35",3.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",356490,409765,27605,36025,7.7,8.8,1.1
"3518","Durham","Regional municipality","Ontario","35",3.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",57030,88250,3760,7270,6.6,8.2,1.6
"3518","Durham","Regional municipality","Ontario","35",3.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",555875,639365,38390,38060,6.9,6.0,-0.9
"3518","Durham","Regional municipality","Ontario","35",3.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",142350,141345,12705,10665,8.9,7.5,-1.4
"3518","Durham","Regional municipality","Ontario","35",3.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",39300,43285,3670,3330,9.3,7.7,-1.6
"3518","Durham","Regional municipality","Ontario","35",3.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",356490,409770,23585,25020,6.6,6.1,-0.5
"3518","Durham","Regional municipality","Ontario","35",3.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",57030,88250,2095,2375,3.7,2.7,-1.0
"3519","York","Regional municipality","Ontario","35",2.4,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",886220,1100690,87300,132450,9.9,12.0,2.1
"3519","York","Regional municipality","Ontario","35",2.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",218610,240140,25670,34050,11.7,14.2,2.5
"3519","York","Regional municipality","Ontario","35",2.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",63770,69750,6490,10020,10.2,14.4,4.2
"3519","York","Regional municipality","Ontario","35",2.4,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",580025,705355,54980,80570,9.5,11.4,1.9
"3519","York","Regional municipality","Ontario","35",2.4,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",87585,155195,6650,17825,7.6,11.5,3.9
"3519","York","Regional municipality","Ontario","35",2.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",885840,1100690,86505,101265,9.8,9.2,-0.6
"3519","York","Regional municipality","Ontario","35",2.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",218230,240140,25085,25495,11.5,10.6,-0.9
"3519","York","Regional municipality","Ontario","35",2.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",63645,69750,6305,7475,9.9,10.7,0.8
"3519","York","Regional municipality","Ontario","35",2.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",580020,705355,55705,65655,9.6,9.3,-0.3
"3519","York","Regional municipality","Ontario","35",2.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",87585,155190,5715,10115,6.5,6.5,0.0
"3520","Toronto","Census division","Ontario","35",3.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",2467160,2691665,460310,543390,18.7,20.2,1.5
"3520","Toronto","Census division","Ontario","35",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",495230,478360,126365,125680,25.5,26.3,0.8
"3520","Toronto","Census division","Ontario","35",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",160745,162510,41705,42685,25.9,26.3,0.4
"3520","Toronto","Census division","Ontario","35",3.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",1638200,1811260,290955,347775,17.8,19.2,1.4
"3520","Toronto","Census division","Ontario","35",3.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",333730,402045,42990,69935,12.9,17.4,4.5
"3520","Toronto","Census division","Ontario","35",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",2465500,2691665,478710,469330,19.4,17.4,-2.0
"3520","Toronto","Census division","Ontario","35",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",493570,478355,125265,98905,25.4,20.7,-4.7
"3520","Toronto","Census division","Ontario","35",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",160085,162505,41175,33950,25.7,20.9,-4.8
"3520","Toronto","Census division","Ontario","35",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",1638200,1811260,311765,322620,19.0,17.8,-1.2
"3520","Toronto","Census division","Ontario","35",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",333730,402045,41680,47805,12.5,11.9,-0.6
"3521","Peel","Regional municipality","Ontario","35",2.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",1152125,1372640,124380,175985,10.8,12.8,2.0
"3521","Peel","Regional municipality","Ontario","35",2.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",297420,309765,43325,56075,14.6,18.1,3.5
"3521","Peel","Regional municipality","Ontario","35",2.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",91145,92550,13690,17870,15.0,19.3,4.3
"3521","Peel","Regional municipality","Ontario","35",2.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",755670,892655,73285,102300,9.7,11.5,1.8
"3521","Peel","Regional municipality","Ontario","35",2.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",99035,170220,7770,17605,7.8,10.3,2.5
"3521","Peel","Regional municipality","Ontario","35",2.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",1151475,1372640,126560,138555,11.0,10.1,-0.9
"3521","Peel","Regional municipality","Ontario","35",2.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",296770,309765,43075,41810,14.5,13.5,-1.0
"3521","Peel","Regional municipality","Ontario","35",2.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",90805,92550,13295,13450,14.6,14.5,-0.1
"3521","Peel","Regional municipality","Ontario","35",2.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",755670,892655,76190,85760,10.1,9.6,-0.5
"3521","Peel","Regional municipality","Ontario","35",2.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",99040,170220,7290,10990,7.4,6.5,-0.9
"3522","Dufferin","County","Ontario","35",3.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",53645,60845,4830,5295,9.0,8.7,-0.3
"3522","Dufferin","County","Ontario","35",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",14300,13960,1540,1485,10.8,10.6,-0.2
"3522","Dufferin","County","Ontario","35",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3990,4320,590,470,14.8,10.9,-3.9
"3522","Dufferin","County","Ontario","35",3.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",34065,38505,2855,3010,8.4,7.8,-0.6
"3522","Dufferin","County","Ontario","35",3.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",5275,8385,435,790,8.2,9.4,1.2
"3522","Dufferin","County","Ontario","35",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",53625,60845,2520,2390,4.7,3.9,-0.8
"3522","Dufferin","County","Ontario","35",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",14285,13960,775,585,5.4,4.2,-1.2
"3522","Dufferin","County","Ontario","35",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3975,4320,310,175,7.8,4.1,-3.7
"3522","Dufferin","County","Ontario","35",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",34065,38505,1635,1660,4.8,4.3,-0.5
"3522","Dufferin","County","Ontario","35",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",5275,8385,100,145,1.9,1.7,-0.2
"3523","Wellington","County","Ontario","35",3.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",197760,219415,18445,22430,9.3,10.2,0.9
"3523","Wellington","County","Ontario","35",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",47345,47265,5560,5900,11.7,12.5,0.8
"3523","Wellington","County","Ontario","35",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",14400,15155,1670,2160,11.6,14.3,2.7
"3523","Wellington","County","Ontario","35",3.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",126320,138785,11305,13415,8.9,9.7,0.8
"3523","Wellington","County","Ontario","35",3.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",24095,33365,1580,3120,6.6,9.4,2.8
"3523","Wellington","County","Ontario","35",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",197735,219415,12745,12560,6.4,5.7,-0.7
"3523","Wellington","County","Ontario","35",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",47320,47265,3340,2755,7.1,5.8,-1.3
"3523","Wellington","County","Ontario","35",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",14390,15150,1040,1010,7.2,6.7,-0.5
"3523","Wellington","County","Ontario","35",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",126320,138785,8790,9215,7.0,6.6,-0.4
"3523","Wellington","County","Ontario","35",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",24095,33365,615,590,2.6,1.8,-0.8
"3524","Halton","Regional municipality","Ontario","35",2.7,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",433445,540975,28760,44485,6.6,8.2,1.6
"3524","Halton","Regional municipality","Ontario","35",2.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",106300,129305,9080,13525,8.5,10.5,2.0
"3524","Halton","Regional municipality","Ontario","35",2.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",33420,37610,2460,3460,7.4,9.2,1.8
"3524","Halton","Regional municipality","Ontario","35",2.7,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",276285,335195,17170,25390,6.2,7.6,1.4
"3524","Halton","Regional municipality","Ontario","35",2.7,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",50850,76480,2510,5565,4.9,7.3,2.4
"3524","Halton","Regional municipality","Ontario","35",2.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",433345,540975,28035,32140,6.5,5.9,-0.6
"3524","Halton","Regional municipality","Ontario","35",2.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",106205,129305,8305,9225,7.8,7.1,-0.7
"3524","Halton","Regional municipality","Ontario","35",2.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",33390,37615,2205,2290,6.6,6.1,-0.5
"3524","Halton","Regional municipality","Ontario","35",2.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",276290,335195,17330,19880,6.3,5.9,-0.4
"3524","Halton","Regional municipality","Ontario","35",2.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",50855,76480,2405,3035,4.7,4.0,-0.7
"3525","Hamilton","Census division","Ontario","35",3.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",495590,527930,69910,80915,14.1,15.3,1.2
"3525","Hamilton","Census division","Ontario","35",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",110640,105455,21405,22175,19.3,21.0,1.7
"3525","Hamilton","Census division","Ontario","35",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",32625,33955,7225,7760,22.1,22.9,0.8
"3525","Hamilton","Census division","Ontario","35",3.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",315455,335610,42285,48625,13.4,14.5,1.1
"3525","Hamilton","Census division","Ontario","35",3.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",69490,86865,6215,10110,8.9,11.6,2.7
"3525","Hamilton","Census division","Ontario","35",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",495455,527930,69320,64740,14.0,12.3,-1.7
"3525","Hamilton","Census division","Ontario","35",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",110505,105455,20555,16530,18.6,15.7,-2.9
"3525","Hamilton","Census division","Ontario","35",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",32570,33955,6955,5885,21.4,17.3,-4.1
"3525","Hamilton","Census division","Ontario","35",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",315455,335610,42480,41740,13.5,12.4,-1.1
"3525","Hamilton","Census division","Ontario","35",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",69495,86865,6280,6475,9.0,7.5,-1.5
"3526","Niagara","Regional municipality","Ontario","35",4.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",419425,438160,49670,63410,11.8,14.5,2.7
"3526","Niagara","Regional municipality","Ontario","35",4.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",89545,81615,14320,15625,16.0,19.1,3.1
"3526","Niagara","Regional municipality","Ontario","35",4.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",25190,25015,4495,5265,17.8,21.0,3.2
"3526","Niagara","Regional municipality","Ontario","35",4.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",261160,267650,30305,38170,11.6,14.3,2.7
"3526","Niagara","Regional municipality","Ontario","35",4.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",68720,88895,5045,9615,7.3,10.8,3.5
"3526","Niagara","Regional municipality","Ontario","35",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",419295,438160,35345,32310,8.4,7.4,-1.0
"3526","Niagara","Regional municipality","Ontario","35",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",89415,81615,9380,6805,10.5,8.3,-2.2
"3526","Niagara","Regional municipality","Ontario","35",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",25135,25015,2850,2280,11.3,9.1,-2.2
"3526","Niagara","Regional municipality","Ontario","35",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",261155,267650,23745,23615,9.1,8.8,-0.3
